4.600775849841868990e+02,5.512721892216461583e+02,5.008261490520211510e+02,5.387443145269003253e+02,4.599072809502202404e+02,4.999706385343844204e+02,4.155585153791910216e+02,5.279185752066165378e+02,5.350157996626764998e+02,5.420772849938150557e+02,4.484693676430981100e+02,5.416861133704325084e+02,5.995429421067724434e+02,4.748777391019282277e+02,5.601686732072150789e+02,5.477593704597330770e+02,4.766194618643285139e+02,4.169359810469497916e+02,4.281721153102314474e+02,4.574049551964843658e+02,4.569293214377163395e+02,4.659246288224126715e+02,4.229548163721237870e+02,4.431976770790515161e+02,5.074553363825499446e+02,4.326439461792361953e+02,4.737541605560319340e+02,5.672237751061340987e+02,4.510085787407543876e+02,5.440197136301387673e+02,5.867368049506270609e+02,5.821094229755349261e+02,5.877933382522544434e+02,4.861984635093622842e+02,4.645645956287297622e+02,5.937608228298968243e+02,5.298048147162789974e+02,4.626029865879337422e+02,4.605706575105181173e+02,5.252595953492908620e+02,4.818087567692301718e+02,4.226250153145720105e+02,5.575441602646110368e+02,4.928953487721079227e+02,5.092513810738288953e+02,5.713799350416254583e+02,5.430746919951675409e+02,5.629361559448623211e+02,4.989124071206344979e+02,4.824549842710736698e+02
4.159472892644114950e+02,5.711672244183058638e+02,5.215993729804790746e+02,4.009120549911941680e+02,5.784904210974804073e+02,5.485524694348080175e+02,4.846661877154226090e+02,5.201688252570719442e+02,5.378686586412109136e+02,5.172533190987506941e+02,5.408978445122595531e+02,4.381963830158314295e+02,4.562392437484071479e+02,4.348762665968919237e+02,5.310011389476301247e+02,4.510564159778575686e+02,5.532854932526191760e+02,5.648998365986437875e+02,5.786119642031761714e+02,4.567994156067256881e+02,4.509856228800037456e+02,4.875741159737330008e+02,5.432313103057009585e+02,4.366760574942550761e+02,5.468045364806664566e+02,4.602091372967643110e+02,4.871668205865443610e+02,4.426952720575418425e+02,4.005562324141965291e+02,4.841938640820119986e+02,4.869953571453958148e+02,4.769021408852602804e+02,4.958300907390412249e+02,4.405865905950525985e+02,4.989842837599932182e+02,5.240284526952106035e+02,5.789815914448220155e+02,5.091193645403817527e+02,4.686598671789860191e+02,5.379539975373196512e+02,4.493643121409982086e+02,5.923257475654517066e+02,4.730015131204584122e+02,4.531778813076176675e+02,5.359735166586428932e+02,4.669802526861740262e+02,5.454400207263648781e+02,4.978619616874960911e+02,5.885682750611118763e+02,5.719433449692804743e+02
4.251809785767543985e+02,5.067967452029307651e+02,4.009671339725701387e+02,5.275157601810013830e+02,5.667437423322382983e+02,5.052861497542057236e+02,5.733867722284545607e+02,4.418650571198582497e+02,5.288562477331500986e+02,4.774926961915496122e+02,4.514552734384412247e+02,4.851014110890997131e+02,5.500951374690944249e+02,5.237521420617185868e+02,4.809248513364084374e+02,5.125380612627268420e+02,4.042771673125224652e+02,4.593221140634297512e+02,4.064951938151620539e+02,5.786708906611656857e+02,4.786902531964316836e+02,5.920725013298911108e+02,4.556720364584087974e+02,4.993766524562973359e+02,4.644644273629273812e+02,4.240826076287747242e+02,5.607476505179450896e+02,4.021388222915763322e+02,5.719140906265317881e+02,5.010749102328690583e+02,4.538291997560539244e+02,4.103336829047400443e+02,4.891261940300082074e+02,5.343447536981021813e+02,4.088324362509667935e+02,4.769366897115774009e+02,5.056856997201481363e+02,4.887719458081129460e+02,5.753987278684896864e+02,4.847984145200906596e+02,5.841786076397297620e+02,4.560124168707387184e+02,5.572186793321629921e+02,5.329646470095307222e+02,5.248614927134036634e+02,5.130267078981759141e+02,4.209890033790871371e+02,5.674680370404191763e+02,5.864894740610618555e+02,5.372588144916122701e+02
5.990404934173097899e+02,5.550739805534728930e+02,5.064915598256530984e+02,4.077963670988632430e+02,4.941677290915775984e+02,5.959504740073418816e+02,4.226064260293937878e+02,5.120847076489172878e+02,4.860754384759960658e+02,4.655836819872264982e+02,4.564352368861280524e+02,5.688129297481801814e+02,5.654514260058588206e+02,5.538799125733180517e+02,4.530111584772178617e+02,4.629224951990979662e+02,4.811098290784888150e+02,5.595584264464599755e+02,4.298076872871009755e+02,5.445973379892697039e+02,5.487984634082689581e+02,5.435892407808936468e+02,4.115846094356188019e+02,5.707993944789642455e+02,5.568880694206523003e+02,5.402321266101951096e+02,5.322933377755637139e+02,4.964645688069464882e+02,5.777035944711233242e+02,4.477863899937933638e+02,5.600505535681071478e+02,5.795981994493743059e+02,5.027318072309618628e+02,5.222417079344432977e+02,5.703705187689222385e+02,5.064688508145510468e+02,4.470404687914867736e+02,4.823399306820183483e+02,5.733064280755999107e+02,4.786089582352883554e+02,4.526564162224678967e+02,4.545920178548808508e+02,4.388982828015998621e+02,5.467172420317901924e+02,4.923250997611058892e+02,5.089921144254119554e+02,5.343299701580236842e+02,4.584390850226496354e+02,5.224633879387072284e+02,4.071336550614362864e+02
4.257989924728475444e+02,5.535358749439146777e+02,4.196572866092053005e+02,4.904979273556440376e+02,4.964747997324055859e+02,4.600366055983758997e+02,5.262595170124247943e+02,4.166161730418903062e+02,5.943162126395818632e+02,5.071544256527388939e+02,5.808000610558901826e+02,5.220481457607136235e+02,5.279278967915188332e+02,4.873926406343742315e+02,4.546624731397773189e+02,4.686521103047083443e+02,5.059378834992244265e+02,5.930553554862824512e+02,4.280258514928016211e+02,4.492996125230585562e+02,5.657508134998416836e+02,4.602406433751410759e+02,4.618801199152906065e+02,4.215147706584830871e+02,4.095487794969821493e+02,5.215368780900934098e+02,5.106041636441390210e+02,4.091734978197509918e+02,4.098807367708171228e+02,4.745717353429939749e+02,5.503126999475258572e+02,4.827231304934772425e+02,4.470383915697948396e+02,5.011673117926859504e+02,4.131510241296323329e+02,4.127478430721121754e+02,5.661063471446270796e+02,4.148086587535427157e+02,5.489980819639836227e+02,4.611241685807970043e+02,4.772870446930189701e+02,4.483805955263696887e+02,4.394471836926619517e+02,4.709353851341877544e+02,5.418011089606104633e+02,4.220864687571525451e+02,4.162612407729075699e+02,4.447686465019687603e+02,4.014021851594782788e+02,5.238240466272815183e+02
4.937507791041551855e+02,4.040017795294112375e+02,4.963828634025479118e+02,5.235788254809087903e+02,5.255558822996230219e+02,4.487291999318750868e+02,5.730193274937834076e+02,4.210363008521539996e+02,4.144082101785817258e+02,4.736909933679606866e+02,4.592752968890285388e+02,5.534932946402320795e+02,5.166740537432781366e+02,5.496560030159535017e+02,4.895761370560092018e+02,4.628117207438255036e+02,4.477707052664726461e+02,5.822287600640524943e+02,5.072667960546140762e+02,5.696331880925532687e+02,5.647398825903705983e+02,4.464129022722813716e+02,5.694136842178839970e+02,5.365354853400281172e+02,5.814342124115426031e+02,4.321154486146494378e+02,4.618530431278002197e+02,5.175698187639069374e+02,4.093756253114259493e+02,5.278377191947544134e+02,4.102833940839095703e+02,5.145197555384348789e+02,5.315394217452048906e+02,5.205132649304680399e+02,4.527997471071989253e+02,4.199133437264146096e+02,5.531093189566046249e+02,5.200833111041964685e+02,5.696057238681255512e+02,4.126113376129434869e+02,5.888962560492057037e+02,5.029355352431302890e+02,4.589851740368185347e+02,5.871278231218819883e+02,5.681770882902352469e+02,5.474717445878095532e+02,4.271533935147328975e+02,5.395678577703013161e+02,4.450811368970624358e+02,5.441974251721678684e+02
4.389170181609760562e+02,5.951113724912014504e+02,4.151010558809842905e+02,4.958754711295519542e+02,4.568220170835997465e+02,4.627642272867373094e+02,4.643744903721992046e+02,5.666727356149273191e+02,4.381077960391712054e+02,4.564240200006828445e+02,4.570435415883467840e+02,5.464404808124304509e+02,5.263523725952815084e+02,4.879862969751804371e+02,5.389455289102736515e+02,4.556407155590931097e+02,4.165377815803563522e+02,5.506736309373770837e+02,5.241018755788574026e+02,5.578911869398976933e+02,5.300272503202165808e+02,4.360284576487988488e+02,5.707001179109925033e+02,4.678048485141675314e+02,4.342168211795267325e+02,4.707325940774107380e+02,5.593446918544110531e+02,4.168940452799988634e+02,5.712708259504997841e+02,4.706461595392365780e+02,5.451092268853142286e+02,4.864987889185688346e+02,4.530038487358951897e+02,5.436415668130174481e+02,4.365641683366720258e+02,4.922279280326771413e+02,5.876371749996822018e+02,4.862791795517471201e+02,5.390916839731438586e+02,4.782823616205332655e+02,4.633537933713428743e+02,5.275348350048670909e+02,5.754472309983135574e+02,4.701867810924218247e+02,5.079722357480558799e+02,4.227259373512475804e+02,5.265052142740581758e+02,5.251133814592405997e+02,5.875844796435471835e+02,5.146517240455873434e+02
5.782129934585766478e+02,4.469532053355185894e+02,4.460447824024423653e+02,5.067279528693377983e+02,5.256854665869049086e+02,5.006738479099021220e+02,4.669732928002964059e+02,4.603866416075844654e+02,4.206715050395969797e+02,4.409545770082131071e+02,5.491622463085850541e+02,4.675510368321355372e+02,5.657200199135078265e+02,4.406298439595166201e+02,4.322852323852149539e+02,4.696290467687815635e+02,4.978666242121522600e+02,5.399715767633811083e+02,4.919145590880876853e+02,4.704535896214767945e+02,4.114603128133291534e+02,5.952477033010866307e+02,5.491683066009954928e+02,5.072496744656387477e+02,4.592111478715731323e+02,5.000029164157859327e+02,5.967675803536544663e+02,5.996202430067090745e+02,4.399232969907848769e+02,4.883595307457060244e+02,5.619507826998545852e+02,4.247714589239712382e+02,4.607434132731221439e+02,5.353034057291508816e+02,4.474469309793948355e+02,5.736914001692530292e+02,5.854104234094413641e+02,5.699181909213461950e+02,5.237799510674777821e+02,5.285211300108843488e+02,5.486615758657844708e+02,4.038411617796912196e+02,5.473625255688822335e+02,5.511516146919062749e+02,4.698265837731962620e+02,4.689367992790345170e+02,4.620854390367307474e+02,4.736224631249704657e+02,4.515864596539071272e+02,4.925461922037360978e+02
5.061203734764062006e+02,4.644665001336942396e+02,5.217213908517559275e+02,4.576160467230092763e+02,4.972287272427192306e+02,4.126673439290600527e+02,4.169144124533783042e+02,4.254009118493246433e+02,4.839709474410086045e+02,5.024336560160656973e+02,5.684038423655623546e+02,4.378901676105162437e+02,5.803359075816888435e+02,4.452180534350094945e+02,5.355188216698599035e+02,5.804751080604402205e+02,5.717243449063334992e+02,5.188728039889762158e+02,4.339649692058030155e+02,5.557150642448963254e+02,4.249684911234418223e+02,5.850528646468080751e+02,5.336236211698641227e+02,4.191301136784325081e+02,5.099250501451596733e+02,4.282078305285704118e+02,4.573699007857491097e+02,5.478083857517761999e+02,4.087633234574352628e+02,5.245306602087974852e+02,4.071141983252426257e+02,4.363288724498828515e+02,4.986853230244336146e+02,4.415779948971821227e+02,5.052685899871869424e+02,4.126886589961677601e+02,4.358124238462542053e+02,5.676800513224693532e+02,4.564272747278281486e+02,4.710894271605479275e+02,5.450011011861757879e+02,4.484730136496187356e+02,5.236351251994844915e+02,5.235541013733532054e+02,5.114938879037303536e+02,5.087866130518835917e+02,5.480561548011505693e+02,5.164787319844490412e+02,5.085517808957846455e+02,5.429410602008779279e+02
5.625909285161470734e+02,4.379214465109995444e+02,4.311295136244317519e+02,4.247662555188620672e+02,4.887599737861374365e+02,5.100131685436696216e+02,4.863807066686134135e+02,5.823206885272579711e+02,4.868642376774288323e+02,4.670643185978593124e+02,5.178817099229115684e+02,4.275839168292595787e+02,5.015228832104909316e+02,4.994718785879246639e+02,5.899043437384311801e+02,4.530089935908334837e+02,5.671572091031579248e+02,5.675466941843251334e+02,4.379052022318228410e+02,4.745328634675692001e+02,5.474689875627101401e+02,5.275578728611432098e+02,4.199180894327292890e+02,4.480862507538928412e+02,4.469242024362761185e+02,5.019077486834121373e+02,4.931415618824314038e+02,5.931349470861249529e+02,5.660559705621975581e+02,5.311575029437609601e+02,5.178996508822017404e+02,5.560270490840514412e+02,4.833810130125838214e+02,4.826736282901825348e+02,4.850242961248487177e+02,4.844105447035538532e+02,4.422314097554744876e+02,4.346924529975718201e+02,4.549561528203590228e+02,5.491592249732641449e+02,5.466184089267546824e+02,4.165878401095062031e+02,5.622939111852375618e+02,4.075723574641569940e+02,4.813280125595615004e+02,5.017729988178431881e+02,5.818615133439343481e+02,5.544151471536731606e+02,4.356107153005803525e+02,4.620253822333939979e+02
5.421522693493088809e+02,5.053067074792570565e+02,4.138758335047409673e+02,4.425370651845545922e+02,4.373815183026097202e+02,5.045266432299457620e+02,4.654133462328131259e+02,5.439732973612183287e+02,5.341759095774507387e+02,4.125371900929043818e+02,4.472215031906554827e+02,5.970722664593964737e+02,5.083647509772498552e+02,5.945761691919651639e+02,4.473974064356646636e+02,5.105132767790588559e+02,4.375657078056536875e+02,5.186399391061105462e+02,4.491122279083666626e+02,4.031653254605043344e+02,5.847268561335447430e+02,4.738073040631314825e+02,4.321317501269364811e+02,5.694062783763330344e+02,4.559154502919898846e+02,4.065704331237159863e+02,4.151616408174394905e+02,5.089300428590580623e+02,4.561471254858043380e+02,4.528027086011562687e+02,5.906352665628459135e+02,4.645262902543591963e+02,5.706076917293918314e+02,5.289735172720291985e+02,4.044216199133495024e+02,5.494341888975043275e+02,5.534047987041691385e+02,4.095575329726055429e+02,4.513240985639907876e+02,4.652170619696861422e+02,4.957849414954702070e+02,5.365971538647983152e+02,4.543249147111716866e+02,5.193696323950092619e+02,5.763184199040376825e+02,5.009449775599280201e+02,4.928612987869626636e+02,4.816768385910069128e+02,5.938986350905845484e+02,5.114808539108429954e+02
